8.500000000000000000e+01,1.000000000000000000e+00,1.091902042336441100e-02
9.600000000000000000e+01,1.000000000000000000e+00,6.762925201473012071e-02
7.800000000000000000e+01,1.000000000000000000e+00,1.064524858000004542e-01
9.400000000000000000e+01,1.000000000000000000e+00,1.088627268260213415e-01
6.700000000000000000e+01,1.000000000000000000e+00,1.128416322128582699e-01
1.200000000000000000e+01,2.000000000000000000e+00,9.951489851444815515e-02
1.090000000000000000e+02,2.000000000000000000e+00,1.063353254837993700e-01
9.000000000000000000e+00,2.000000000000000000e+00,1.205492326035778466e-01
2.000000000000000000e+01,2.000000000000000000e+00,1.226199125194894213e-01
4.300000000000000000e+01,2.000000000000000000e+00,1.430690816050952663e-01
2.100000000000000000e+01,3.000000000000000000e+00,6.330455451769290143e-02
1.590000000000000000e+02,3.000000000000000000e+00,7.465807445700238520e-02
1.110000000000000000e+02,3.000000000000000000e+00,7.811510734176023429e-02
1.660000000000000000e+02,3.000000000000000000e+00,9.498752153085865402e-02
6.100000000000000000e+01,3.000000000000000000e+00,1.100326775805687690e-01
1.200000000000000000e+02,4.000000000000000000e+00,4.305813205131512472e-02
1.460000000000000000e+02,4.000000000000000000e+00,4.551366443458421812e-02
9.200000000000000000e+01,4.000000000000000000e+00,4.700276502110144888e-02
1.350000000000000000e+02,4.000000000000000000e+00,7.297849847104104226e-02
1.100000000000000000e+01,4.000000000000000000e+00,8.127470042171541786e-02
4.600000000000000000e+01,5.000000000000000000e+00,2.965239101649841478e-03
1.650000000000000000e+02,5.000000000000000000e+00,2.883664865612115685e-02
3.700000000000000000e+01,5.000000000000000000e+00,3.766611398328707089e-02
4.800000000000000000e+01,5.000000000000000000e+00,9.444593630429866382e-02
3.500000000000000000e+01,5.000000000000000000e+00,1.103722050792580039e-01
5.500000000000000000e+01,6.000000000000000000e+00,4.263370778324905574e-02
1.130000000000000000e+02,6.000000000000000000e+00,4.723735487911746161e-02
8.000000000000000000e+01,6.000000000000000000e+00,8.090918358005655397e-02
6.200000000000000000e+01,6.000000000000000000e+00,8.290614691850060891e-02
1.010000000000000000e+02,6.000000000000000000e+00,8.490361886504962929e-02
1.800000000000000000e+01,7.000000000000000000e+00,4.779323979139615125e-02
8.300000000000000000e+01,7.000000000000000000e+00,8.707812661989765279e-02
1.230000000000000000e+02,7.000000000000000000e+00,1.089744352022833096e-01
1.450000000000000000e+02,7.000000000000000000e+00,1.144201782732301859e-01
3.200000000000000000e+01,7.000000000000000000e+00,1.200462402053382033e-01
9.800000000000000000e+01,8.000000000000000000e+00,3.991258486121300464e-02
2.400000000000000000e+01,8.000000000000000000e+00,7.880116672375793441e-02
9.900000000000000000e+01,8.000000000000000000e+00,8.740259953526251235e-02
1.670000000000000000e+02,8.000000000000000000e+00,8.981674437009419532e-02
3.300000000000000000e+01,8.000000000000000000e+00,1.080817120461326636e-01
1.700000000000000000e+02,9.000000000000000000e+00,2.624977909064258458e-02
1.090000000000000000e+02,9.000000000000000000e+00,2.902699247649060885e-02
1.200000000000000000e+01,9.000000000000000000e+00,3.063992630824776547e-02
2.000000000000000000e+01,9.000000000000000000e+00,1.588899368046028104e-01
1.300000000000000000e+01,1.000000000000000000e+01,3.647522691179563847e-02
9.600000000000000000e+01,1.000000000000000000e+01,6.382989165667911358e-02
7.800000000000000000e+01,1.000000000000000000e+01,9.157213768323708980e-02
8.300000000000000000e+01,1.000000000000000000e+01,1.098920972646942606e-01
8.500000000000000000e+01,1.000000000000000000e+01,1.254357219526692213e-01
1.460000000000000000e+02,1.100000000000000000e+01,4.385946579354709635e-02
9.200000000000000000e+01,1.100000000000000000e+01,4.688316306783364001e-02
1.200000000000000000e+02,1.100000000000000000e+01,7.348034353424982845e-02
1.600000000000000000e+02,1.100000000000000000e+01,8.100826214059250741e-02
1.090000000000000000e+02,1.200000000000000000e+01,7.131200929750737202e-03
1.700000000000000000e+02,1.200000000000000000e+01,5.255929601170550997e-02
2.000000000000000000e+01,1.200000000000000000e+01,1.622665852760591387e-01
8.300000000000000000e+01,1.300000000000000000e+01,8.238828635256185973e-02
9.600000000000000000e+01,1.300000000000000000e+01,9.174691635054794958e-02
7.800000000000000000e+01,1.300000000000000000e+01,9.220172142962153317e-02
1.800000000000000000e+01,1.300000000000000000e+01,1.143701437583766189e-01
1.270000000000000000e+02,1.400000000000000000e+01,3.879092848101172580e-02
7.300000000000000000e+01,1.400000000000000000e+01,3.995137775844968819e-02
6.400000000000000000e+01,1.400000000000000000e+01,5.609066913838151730e-02
6.100000000000000000e+01,1.400000000000000000e+01,6.226366675211991025e-02
1.170000000000000000e+02,1.400000000000000000e+01,1.059841773760174244e-01
4.100000000000000000e+01,1.500000000000000000e+01,4.673419300118907688e-02
