1.000000000000000000e+00,-5.000000000000000000e-01,-5.000000000000000000e-01,1.414213562373095145e+00
2.000000000000000000e+00,4.274805386189587386e-01,3.724262944092155969e-01,1.467450940820866911e-01
3.000000000000000000e+00,3.595341022432069211e-01,-6.629903324884633964e-02,5.834597359640164571e-01
4.000000000000000000e+00,-1.368453252125764186e-01,-2.377153327147729645e-01,9.745747176936103706e-01
5.000000000000000000e+00,9.132837155087736303e-02,-1.899890217451590813e-01,8.019335072361668537e-01
6.000000000000000000e+00,-4.562953533910290016e-01,2.081302751725728761e-01,9.998443574817588164e-01
7.000000000000000000e+00,-3.148906117942197325e-01,-3.092848011468776193e-01,1.148472288981192246e+00
8.000000000000000000e+00,-1.929353383352000462e-01,4.341510095878220454e-01,6.960570900809941453e-01
9.000000000000000000e+00,4.857246143532092386e-01,4.779712853996667121e-01,2.624977909064258458e-02
1.000000000000000000e+01,-3.687727299774283818e-01,-4.951065622287187384e-01,1.320985664775773616e+00
1.100000000000000000e+01,-1.556945617745307819e-01,-1.586566000556222100e-01,9.293889794577542274e-01
1.200000000000000000e+01,4.921980292777473620e-01,4.480229969111800825e-01,5.255929601170550997e-02
1.300000000000000000e+01,-3.448859063750803200e-01,-4.675409706976579871e-01,1.284510694688762555e+00
1.400000000000000000e+01,4.684719406290723809e-01,-1.341919757359758547e-01,6.349751811020627468e-01
1.500000000000000000e+01,-1.611193576394565063e-02,-3.018026082836481327e-01,9.535507080845090355e-01
1.600000000000000000e+01,4.149364989375493584e-01,-2.864150836534150590e-01,7.910022016471315309e-01
1.700000000000000000e+01,3.441922174254892219e-01,-4.478181746971667820e-01,9.605390972766569835e-01
1.800000000000000000e+01,-3.152519884666163952e-01,-3.570766746889196819e-01,1.182884707397381385e+00
1.900000000000000000e+01,-3.910299867058354417e-01,-5.885258488205691307e-02,1.051784506844609224e+00
2.000000000000000000e+01,3.299366072128631089e-01,4.467285446586538589e-01,1.782116873845737415e-01
2.100000000000000000e+01,3.622199747065754094e-01,-1.295465842828118497e-01,6.444472337996434153e-01
